0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.002032	-0.007323	-0.752512	-0.658535	1.703854
0.000000	0.000000	0.000000	0.002020	-0.007359	-0.752471	-0.658582	1.703731
0.000000	0.000000	0.000000	0.002027	-0.007389	-0.752438	-0.658618	1.703633
0.000000	0.000000	0.000000	0.002001	-0.007375	-0.752411	-0.658650	1.703549
0.000000	0.000000	0.000000	0.001990	-0.007347	-0.752376	-0.658690	1.703442
0.000000	0.000000	0.000000	0.001969	-0.007350	-0.752320	-0.658754	1.703273
0.000000	0.000000	0.000000	0.001986	-0.007351	-0.752278	-0.658802	1.703145
0.000000	0.000000	0.000000	0.002009	-0.007340	-0.752237	-0.658849	1.703020
0.000000	0.000000	0.000000	0.001996	-0.007355	-0.752194	-0.658898	1.702890
0.000000	0.000000	0.000000	0.002051	-0.007355	-0.752145	-0.658953	1.702743
0.000000	0.000000	0.000000	0.002045	-0.007348	-0.752122	-0.658980	1.702672
0.000000	0.000000	0.000000	0.002019	-0.007374	-0.752077	-0.659031	1.702537
0.000000	0.000000	0.000000	0.001988	-0.007394	-0.752041	-0.659072	1.702427
0.000000	0.000000	0.000000	0.001980	-0.007405	-0.752006	-0.659112	1.702321
0.000000	0.000000	0.000000	0.001960	-0.007397	-0.751959	-0.659166	1.702178
0.000000	0.000000	0.000000	0.001941	-0.007391	-0.751940	-0.659187	1.702121
0.000000	0.000000	0.000000	0.001924	-0.007403	-0.751922	-0.659208	1.702065
0.000000	0.000000	0.000000	0.001912	-0.007386	-0.751878	-0.659259	1.701931
0.000000	0.000000	0.000000	0.001932	-0.007366	-0.751869	-0.659269	1.701904
0.000094	0.015199	0.000000	0.001943	-0.007359	-0.751839	-0.659303	1.701812
0.000180	0.029181	0.000000	0.001966	-0.007367	-0.751795	-0.659353	-0.001084
0.000260	0.042045	0.000000	0.001963	-0.007381	-0.751780	-0.659370	-0.001127
0.000333	0.053880	0.000000	0.001938	-0.007362	-0.751747	-0.659408	-0.001229
0.000400	0.064768	0.000000	0.001923	-0.007359	-0.751699	-0.659463	-0.001374
0.000462	0.074785	0.000000	0.001911	-0.007347	-0.751656	-0.659511	-0.001504
